OID_,FOD_ID,FPA_ID,SOURCE_SYS,SOURCE_S_1,NWCG_REPOR,NWCG_REP_1,NWCG_REP_2,SOURCE_REP,SOURCE_R_1,LOCAL_FIRE,LOCAL_INCI,FIRE_CODE,FIRE_NAME,ICS_209_IN,ICS_209_NA,MTBS_ID,MTBS_FIRE_,COMPLEX_NA,FIRE_YEAR,DISCOVERY_,DISCOVERY1,DISCOVER_1,STAT_CAUSE,STAT_CAU_1,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESC,STATE,COUNTY,FIPS_CODE,FIPS_NAME
1958,201503135,W-636587,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office, , ,GV56,REST STOP,ID-TFD-000101,REST STOP, , , ,2012,5/30/2012 0:00:00,151,1438,2.000000000000000,Equipment Use,5/31/2012 0:00:00,152,1200,743.000000000000000,E,42.937199999999997,-115.036100000000005,1.000000000000000,BLM,ID,Gooding,047,Gooding
1959,201503139,W-636589,FED,DOI-WFMI,BLM,USIDTFD,Twin  Falls District,IDSHD,Shoshone Field Office, , ,GWG0,EAST DEVILS CORRAL,ID-TFD-000111,EAST DEVIL'S CORRAL, , , ,2012,6/2/2012 0:00:00,154,1341,11.000000000000000,Powerline,6/3/2012 0:00:00,155,1900,575.000000000000000,E,42.603299999999997,-114.360799999999998,1.000000000000000,BLM,ID,Jerome,053,Jerome
1960,201503169,W-633140,FED,DOI-WFMI,BIA,USKSHOA,Horton Agency,KSHOA,Horton Agency,3, ,GMT0,BIG, , , , , ,2012,1/28/2012 0:00:00,28,1230,5.000000000000000,Debris Burning,1/28/2012 0:00:00,28,1805,600.000000000000000,E,39.279305999999998,-95.942036000000002,2.000000000000000,BIA,KS, , , 
1961,201504462,W-641743,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,3, ,GL8U,ZIMMER, , , , , ,2012,1/9/2012 0:00:00,9,1411,5.000000000000000,Debris Burning,1/9/2012 0:00:00,9,1830,608.000000000000000,E,48.262200000000000,-105.386899999999997,2.000000000000000,BIA,MT, , , 
1962,201504486,W-641883,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,32, ,GRC1,S. RICHLAND, , , , , ,2012,3/28/2012 0:00:00,88,2114,11.000000000000000,Powerline,3/29/2012 0:00:00,89,0148,603.700000000000045,E,48.674999999999997,-106.144199999999998,2.000000000000000,BIA,MT, , , 
1963,201419944,TFS-TXFD2011-352253,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Flat Volunteer Fire Department, ,352253, ,MOTHER NEFF AREA FIRE CONT., , , , , ,2011,9/8/2011 0:00:00,251, ,5.000000000000000,Debris Burning,,0, ,500.000000000000000,E,31.300705900000001,-97.516409400000001,13.000000000000000,STATE OR PRIVATE,TX,Coryell,099,Coryell
1964,201430943,FS-1509503,FED,FS-FIRESTAT,FS,USNDDPF,Dakota Prairie National Grasslands,0118,Dakota Prairie Grasslands,033,12-08-08,G8NJ,COTTONWOOD CREEK,ND-DPF-120808,CottonWood Creek fire, , , ,2012,9/21/2012 0:00:00,265,1415,2.000000000000000,Equipment Use,9/28/2012 0:00:00,272,1900,542.000000000000000,E,47.498055559999997,-103.404722219999996,13.000000000000000,STATE OR PRIVATE,ND,053,053,McKenzie
1965,201430947,FS-1503345,FED,FS-FIRESTAT,FS,USNDDPF,Dakota Prairie National Grasslands,0118,Dakota Prairie Grasslands,005,120102,GQ7C,VIKING PRAIRIE, , , , , ,2012,4/3/2012 0:00:00,94,1305,5.000000000000000,Debris Burning,4/3/2012 0:00:00,94,1800,678.000000000000000,E,46.536666670000002,-97.103611110000003,14.000000000000000,MISSING/NOT SPECIFIED,ND,077,077,Richland
1966,201430953,FS-1509504,FED,FS-FIRESTAT,FS,USNDDPF,Dakota Prairie National Grasslands,0118,Dakota Prairie Grasslands,036,12-07-17,G6WC,DEEP CREEK 2,ND-NDS-120100,Deep Creek 2,ND4645110388720120824,DEEP CREEK 2, ,2012,8/24/2012 0:00:00,237,0530,1.000000000000000,Lightning,8/25/2012 0:00:00,238,1900,3317.099999999999909,F,47.438888890000001,-103.876666670000006,13.000000000000000,STATE OR PRIVATE,ND,087,087,Slope
1967,201433349,FS-1509129,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,048,0719,G4A0,CAYUSE,ID-SCF-12190,Mustang Complex,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,8/1/2012 0:00:00,214,1314,1.000000000000000,Lightning,8/13/2012 0:00:00,226,1359,1077.000000000000000,F,45.442222219999998,-114.557500000000005,5.000000000000000,USFS,ID,059,059,Lemhi
1968,201433352,FS-1509126,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,063,0726,G4A0,LOST PACKER,ID-SCF-12190,Mustang Complex,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,8/12/2012 0:00:00,225,1537,1.000000000000000,Lightning,8/14/2012 0:00:00,227,1359,52008.000000000000000,G,45.471388890000000,-114.761666669999997,5.000000000000000,USFS,ID,059,059,Lemhi
1969,201433356,FS-1505467,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,016,604,G34R,HALSTEAD,ID-SCF-012151,Halstead,ID4444511516620120727,HALSTEAD, ,2012,7/27/2012 0:00:00,209,1604,1.000000000000000,Lightning,10/24/2012 0:00:00,298,1400,181948.000000000000000,G,44.429722220000002,-115.172222219999995,5.000000000000000,USFS,ID,037,037,Custer
1970,201433362,FS-1506472,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,050,0721,G4A0,EAST BUTTE,ID-SCF-12190,Mustang Complex,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,8/5/2012 0:00:00,218,1425,1.000000000000000,Lightning,8/13/2012 0:00:00,226,0800,1320.000000000000000,F,45.418888889999998,-114.477500000000006,5.000000000000000,USFS,ID,059,059,Lemhi
1971,201433371,FS-1509137,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,042,0714,G4A0,MUSTANG,ID-SCF-12190,Mustang Complex,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,7/30/2012 0:00:00,212,1015,1.000000000000000,Lightning,11/5/2012 0:00:00,310,0800,275960.000000000000000,G,45.424999999999997,-114.590000000000003,5.000000000000000,USFS,ID,059,059,Lemhi
1972,201433372,FS-1507090,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,057,0617,G6GW,MERINO,ID-SCF-12237,Merino,ID4465311487020120831,MERINO, ,2012,8/9/2012 0:00:00,222,1642,1.000000000000000,Lightning,10/15/2012 0:00:00,289,1759,7863.000000000000000,G,44.653333330000002,-114.870000000000005,5.000000000000000,USFS,ID,037,037,Custer
1973,201433388,FS-1509141,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,046,0718,G4A0,BROOMTAIL,ID-SCF-12190,Mustang Complex,ID4542411459020120730,MUSTANG COMPLEX,MUSTANG COMPLEX,2012,7/31/2012 0:00:00,213,1234,1.000000000000000,Lightning,8/13/2012 0:00:00,226,1359,1405.000000000000000,F,45.403333330000002,-114.573333329999997,5.000000000000000,USFS,ID,059,059,Lemhi
1974,201435881,FS-1508361,FED,FS-FIRESTAT,FS,USORWWF,Wallowa-Whitman National Forest,0616,Wallowa-Whitman National Forest,080,990,G8N3,BALD MOUNTAIN,OR-WWF-000990,Bald Mountain,OR4532611750420120918,BALD MOUNTAIN, ,2012,9/18/2012 0:00:00,262,1454,1.000000000000000,Lightning,11/5/2012 0:00:00,310,1525,1100.000000000000000,F,45.326388889999997,-117.504722220000005,5.000000000000000,USFS,OR,063,063,Wallowa
1975,201501818,W-640112,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,G1SD,CEDAR KNOB,CO-CRS-379,CEDAR KNOB,CO4038810818620120710,CEDAR KNOB, ,2012,7/10/2012 0:00:00,192,1635,1.000000000000000,Lightning,7/15/2012 0:00:00,197,1500,1059.599999999999909,F,40.391700000000000,-108.188599999999994,7.000000000000000,STATE,CO,Moffat,081,Moffat
1976,201501852,W-639975,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,G2PS,BRUSH CREEK,CO-WRD-429,BRUSH  CREEK, , , ,2012,7/18/2012 0:00:00,200,1012,1.000000000000000,Lightning,8/16/2012 0:00:00,229,2100,514.000000000000000,E,39.622500000000002,-108.721100000000007,1.000000000000000,BLM,CO,Garfield,045,Garfield
1977,201501854,W-640813,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,G2T5,POWELL,CO-WRD-434,POWELL Complex, , ,POWELL COMPLEX ,2012,7/19/2012 0:00:00,201,1409,1.000000000000000,Lightning,7/28/2012 0:00:00,210,1926,901.000000000000000,E,40.091400000000000,-108.056700000000006,1.000000000000000,BLM,CO,Rio Blanco,103,Rio Blanco
1978,201501856,W-640843,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,G2WN,LITTLE DUCK,CO-WRD-439,LITTLE DUCK, , , ,2012,7/20/2012 0:00:00,202,1107,1.000000000000000,Lightning,7/28/2012 0:00:00,210,1926,738.000000000000000,E,39.969200000000001,-108.549700000000001,1.000000000000000,BLM,CO,Rio Blanco,103,Rio Blanco
1979,201416020,TFS-TXFD2011-350048,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Vashti VFD, ,350048, ,STUDDARD ROAD FIRE, , , , , ,2011,7/10/2011 0:00:00,191, ,11.000000000000000,Powerline,,0, ,1100.000000000000000,F,33.641204999999999,-98.008003000000002,13.000000000000000,STATE OR PRIVATE,TX,Clay,077,Clay
1980,201419984,TFS-TXFD2011-352455,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Beeville Vol. Fire Dept., ,352455, ,GRASS FIRE, , , , , ,2011,9/9/2011 0:00:00,252, ,9.000000000000000,Miscellaneous,,0, ,500.000000000000000,E,28.668325200000002,-97.388326500000005,13.000000000000000,STATE OR PRIVATE,TX,Goliad,175,Goliad
1981,201420027,TFS-TXFD2011-350773,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Valley Mills VFD, ,350773, ,WHITNEY DAM, , , , , ,2011,9/9/2011 0:00:00,252, ,9.000000000000000,Miscellaneous,,0, ,1500.000000000000000,F,31.923002400000001,-97.319958700000001,13.000000000000000,STATE OR PRIVATE,TX,Hill,217,Hill
1982,201430968,FS-1509240,FED,FS-FIRESTAT,FS,USWYBHF,Bighorn National Forest,0202,Bighorn National Forest,016,WY-BHF-520,G7BW,GILEAD,WY-BHF-000520,GILEAD,WY4443210695920120814,GILEAD, ,2012,8/14/2012 0:00:00,227,1244,1.000000000000000,Lightning,10/17/2012 0:00:00,291,1200,8189.000000000000000,G,44.432777780000002,-106.959166670000002,5.000000000000000,USFS,WY,019,019,Johnson
1983,201430995,FS-1506457,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,050,7,G0FV,PARKER PEAK,SD-BKF-120501,Parker Peak, , , ,2012,7/1/2012 0:00:00,183,2200,1.000000000000000,Lightning,,0, ,650.000000000000000,E,43.385555560000000,-103.687777780000005,5.000000000000000,USFS,SD,047,047,Fall River
1984,201430997,FS-1510166,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,072,10,G2UD,MYRTLE,SD-BKF-120655,Myrtle,SD4360210355020120719,MYRTLE, ,2012,7/19/2012 0:00:00,201,1414,2.000000000000000,Equipment Use,,0, ,9886.000000000000000,G,43.601666670000000,-103.549722220000007,5.000000000000000,USFS,SD,033,033,Custer
1985,201432213,FS-1507601,FED,FS-FIRESTAT,FS,USAZCOF,Coconino National Forest,0304,Coconino National Forest,046,6,GZ6N,CANYON,AZ-COF-000587,Canyon,AZ3471811113020120629,CANYON, ,2012,6/29/2012 0:00:00,181,0722,1.000000000000000,Lightning,8/1/2012 0:00:00,214,0900,8716.000000000000000,G,34.717777779999999,-111.130277780000000,5.000000000000000,USFS,AZ,005,005,Coconino
1986,201433445,FS-1509252,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,0414,Sawtooth National Forest,016,16,G4ZV,CAVE CANYON,ID-STF-000423,Cave Canyon,ID4227711406020120805,CAVE CANYON,MINIDOKA COMPLEX,2012,8/5/2012 0:00:00,218,2047,1.000000000000000,Lightning,8/23/2012 0:00:00,236,1600,88909.000000000000000,G,42.277500000000003,-114.060000000000002,5.000000000000000,USFS,ID,031,031,Cassia
1987,201433446,FS-1508456,FED,FS-FIRESTAT,FS,USIDSTF,Sawtooth National Forest,0414,Sawtooth National Forest,018,18,G5DR,DEER HOLLOW,ID-STF-000432,Deer Hollow,ID4207011315620120806,DEER HOLLOW,MINIDOKA COMPLEX,2012,8/6/2012 0:00:00,219,1237,1.000000000000000,Lightning,8/8/2012 0:00:00,221,0600,5441.000000000000000,G,42.071666669999999,-113.159166670000005,5.000000000000000,USFS,ID,031,031,Cassia
1988,201434702,FS-1504621,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,012,002,GWB1,GEORGE,CA-SQF-1384,GEORGE,CA3614911850520120601,GEORGE, ,2012,6/1/2012 0:00:00,153,1552,7.000000000000000,Arson,6/17/2012 0:00:00,169,1800,1707.000000000000000,F,36.149166670000000,-118.505277780000000,5.000000000000000,USFS,CA,107,107,Tulare
1989,201434705,FS-1509160,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,036,029,G4TR,CLEAR,CA-SQF-2476,PIUTE COMPLEX,CA3552511846520120804,PIUTE COMPLEX,PIUTE COMPLEX ,2012,8/4/2012 0:00:00,217,1211,1.000000000000000,Lightning,8/11/2012 0:00:00,224,1800,1452.000000000000000,F,35.525833329999998,-118.465000000000003,5.000000000000000,USFS,CA,029,029,Kern
1990,201435908,FS-1510312,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,129,430,G75A,BUCKHORN,WA-OWF-000610,Okanogan Complex,WA4817812013520120908,BUCKHORN,OKANOGAN COMPLEX,2012,9/9/2012 0:00:00,253,1130,1.000000000000000,Lightning,11/1/2012 0:00:00,306,1600,6169.000000000000000,G,48.177777780000000,-120.135000000000005,5.000000000000000,USFS,WA,047,047,Okanogan
1991,201435922,FS-1511068,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,050, ,G0ZG,NAVARRE,WA-SES-125,Navarre,WA4781412020320120705,NAVARRE, ,2012,7/5/2012 0:00:00,187,1330,9.000000000000000,Miscellaneous,7/12/2012 0:00:00,194,0831,1192.000000000000000,F,47.813888890000001,-120.203333330000007,13.000000000000000,STATE OR PRIVATE,WA,007,007,Chelan
1992,201435925,FS-1509631,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,110,512,G70S,KLONE PEAK,WA-OWF-000559,Wenatchee Complex,WA4796812059020120908,KLONE PEAK,WENATCHEE RIVER COMPLEX,2012,9/9/2012 0:00:00,253,0858,1.000000000000000,Lightning,10/22/2012 0:00:00,296,1630,1502.000000000000000,F,47.968055560000003,-120.590277779999994,5.000000000000000,USFS,WA,007,007,Chelan
1993,201435930,FS-1510305,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,124,516,G70S,BYRD,WA-OWF-000559,Wenatchee Complex,WA4774112024520120908,BYRD,WENATCHEE RIVER COMPLEX,2012,9/9/2012 0:00:00,253,1100,1.000000000000000,Lightning,10/22/2012 0:00:00,296,1630,14164.110000000000582,G,47.740555559999997,-120.245277779999995,5.000000000000000,USFS,WA,007,007,Chelan
1994,201435937,FS-1509809,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,128,821,G72P,WILD ROSE,WA-OWF-000583,YAKIMA COMPLEX,WA4668812104420120908,WILD ROSE,YAKIMA COMPLEX,2012,9/9/2012 0:00:00,253,1219,1.000000000000000,Lightning,10/17/2012 0:00:00,291,1007,2018.000000000000000,F,46.687500000000000,-121.044166669999996,5.000000000000000,USFS,WA,077,077,Yakima
1995,201435939,FS-1509834,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,163,349,G8DZ,TABLE MOUNTAIN,WA-OWF-000642,Table Mountain Fire,WA4724812058320120908,TABLE MOUNTAIN COMPLEX,TABLE MTN COMPLEX,2012,9/15/2012 0:00:00,259,1300,1.000000000000000,Lightning,10/20/2012 0:00:00,294,0814,43874.000000000000000,G,47.240833330000001,-120.566388889999999,5.000000000000000,USFS,WA,037,037,Kittitas
1996,201435953,FS-1510310,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,177,434,G8EZ,GOAT,WA-OWF-000649,Goat,WA4803111998320120916,GOAT, ,2012,9/15/2012 0:00:00,259,2330,7.000000000000000,Arson,10/22/2012 0:00:00,296,0944,7378.000000000000000,G,48.032777780000004,-119.984444440000004,5.000000000000000,USFS,WA,047,047,Okanogan
1997,201435972,FS-1510272,FED,FS-FIRESTAT,FS,USWAOWF,Okanogan/Wenatchee National Forest,0617,Wenatchee National Forest,113,724,G70S,SEARS,WA-OWF-000559,Wenatchee Complex, , ,WENATCHEE RIVER COMPLEX,2012,9/9/2012 0:00:00,253,0947,1.000000000000000,Lightning,10/13/2012 0:00:00,287,1500,617.000000000000000,E,47.368055560000002,-120.906388890000002,5.000000000000000,USFS,WA,007,007,Chelan
1998,201501908,W-642267,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,G4P3,WOLF,CO-WRD-579,WOLF,CO4028510839520120803,WOLF, ,2012,8/3/2012 0:00:00,216,1216,1.000000000000000,Lightning,8/22/2012 0:00:00,235,1600,5126.000000000000000,G,40.285299999999999,-108.394999999999996,1.000000000000000,BLM,CO,Moffat,081,Moffat
1999,201501981,W-637088,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,GWW2,ACE,CO-LSD-176,ACE,CO4080510828320120604,ACE, ,2012,6/4/2012 0:00:00,156,1606,1.000000000000000,Lightning,6/10/2012 0:00:00,162,1415,1154.000000000000000,F,40.901699999999998,-108.334699999999998,1.000000000000000,BLM,CO,Moffat,081,Moffat
2000,201501985,W-643794,FED,DOI-WFMI,BLM,USCOCRD,Northwest District,COCRD,Craig NW Center, , ,GYH2,WILLOW,WY-RAD-2012-126,Willow, , , ,2012,6/19/2012 0:00:00,171,1531,1.000000000000000,Lightning,6/25/2012 0:00:00,177,1400,566.000000000000000,E,40.001500000000000,-107.506100000000004,7.000000000000000,STATE,CO,Moffat,081,Moffat
2001,201504626,W-644963,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,193, ,G62X,OSWEGO, , ,MT4805510588720120825,SKOV, ,2012,8/26/2012 0:00:00,239,1204,6.000000000000000,Railroad,8/27/2012 0:00:00,240,1300,1624.200000000000045,F,48.065300000000001,-105.876099999999994,2.000000000000000,BIA,MT, , , 
2002,201504644,W-645010,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,215, ,G78H,BROOKMAN,MT-FPA-000215,Highway 13/20,MT4838410541520120911,HIGHWAY 13/20, ,2012,9/11/2012 0:00:00,255,1512,9.000000000000000,Miscellaneous,9/16/2012 0:00:00,260,2100,9709.000000000000000,G,48.383000000000003,-105.473600000000005,8.000000000000000,PRIVATE,MT, , , 
2003,201504648,W-644972,FED,DOI-WFMI,BIA,USMTFPA,Fort Peck Agency,MTFPA,Fort Peck Agency,219, ,G8EP,B. SMITH,MT-FPA-000216,B Smith, , , ,2012,9/13/2012 0:00:00,257,1254,11.000000000000000,Powerline,9/16/2012 0:00:00,260,2300,1696.000000000000000,F,48.344999999999999,-105.083600000000004,2.000000000000000,BIA,MT, , , 
2004,201504683,W-647997,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G3J8,WOLF CREEK,MT-LED-000112,Wolf Creek,MT4750010821620120724,WOLF CREEK, ,2012,7/24/2012 0:00:00,206,1240,1.000000000000000,Lightning,8/16/2012 0:00:00,229,0727,12160.000000000000000,G,47.482799999999997,-108.170599999999993,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
2005,201504685,W-647992,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G3N5,15 MILE,MT-LED-000013,15 Mile,MT4728310820020120725,15 MILE, ,2012,7/25/2012 0:00:00,207,1516,1.000000000000000,Lightning,7/29/2012 0:00:00,211,1906,1583.000000000000000,F,47.283299999999997,-108.200000000000003,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
2006,201504687,W-647999,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G3YJ,DOVE TAIL,MT-LED-114,Dove Tail,MT4730010831620120728,DOVE TAIL, ,2012,7/29/2012 0:00:00,211,1600,1.000000000000000,Lightning,7/30/2012 0:00:00,212,2020,1526.000000000000000,F,47.308100000000003,-108.316699999999997,8.000000000000000,PRIVATE,MT,Petroleum,069,Petroleum
2007,201504688,W-642365,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G47J,LABARE ROAD, , , , , ,2012,8/6/2012 0:00:00,219,2250,1.000000000000000,Lightning,8/8/2012 0:00:00,221,1800,1000.000000000000000,F,47.996899999999997,-110.630499999999998,8.000000000000000,PRIVATE,MT,Chouteau,015,Chouteau
2008,201504689,W-647745,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G4A5,CHAIN BUTTES,MT-LED-131,Chain Buttes,MT4751210806020120731,CHAIN BUTTES, ,2012,7/31/2012 0:00:00,213,0930,1.000000000000000,Lightning,8/16/2012 0:00:00,229,0945,3290.000000000000000,F,47.512799999999999,-108.058099999999996,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
2009,201504691,W-647990,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G4CG,SOUTH CHAIN,MT-LED-133,South Chain,MT4731610803320120731,SOUTH CHAIN, ,2012,7/31/2012 0:00:00,213,1432,1.000000000000000,Lightning,8/5/2012 0:00:00,218,1511,1046.000000000000000,F,47.328899999999997,-108.086900000000000,1.000000000000000,BLM,MT,Petroleum,069,Petroleum
2010,201504693,W-642326,FED,DOI-WFMI,BLM,USMTLED,Lewistown Field Office,MTLED,Lewistown Field Office, , ,G5CD,ENGELLANT, , , , , ,2012,8/7/2012 0:00:00,220,1334,1.000000000000000,Lightning,8/7/2012 0:00:00,220,1730,1400.000000000000000,F,47.618899999999996,-110.105800000000002,8.000000000000000,PRIVATE,MT,Chouteau,015,Chouteau
2011,201420049,TFS-TXFD2011-345326,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Sunset Volunteer Fire Department, ,345326, ,COBB HOLLOW, , , , , ,2011,9/9/2011 0:00:00,252, ,9.000000000000000,Miscellaneous,,0, ,700.000000000000000,E,33.770301000000003,-97.526664999999994,13.000000000000000,STATE OR PRIVATE,TX,Montague,337,Montague
2012,201420060,TFS-TXFD2011-348331,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Kelton Volunteer Fire Department, ,348331, ,HALL/KELLERVILLE FIRE, , , , , ,2011,9/9/2011 0:00:00,252, ,2.000000000000000,Equipment Use,,0, ,1000.000000000000000,F,35.342154999999998,-100.360622000000006,13.000000000000000,STATE OR PRIVATE,TX,Wheeler,483,Wheeler
2013,201420070,TFS-TXFD2011-352541,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXVFD,Happy VFD, ,352541, ,JOHN BROWNING FARM GRASS FIRE, , , , , ,2011,9/10/2011 0:00:00,253, ,2.000000000000000,Equipment Use,,0, ,1200.000000000000000,F,34.704082000000000,-101.854247999999998,13.000000000000000,STATE OR PRIVATE,TX,Swisher,437,Swisher
2014,201421396,TFS-TXFD2011-353956,NONFED,ST-TXTXS,ST/C&L,USTXTXS,Texas A & M Forest Service,TXSFD,Corpus Christi FD, ,353956, ,MUSTANG ISLAND FIRE, , , , , ,2011,10/5/2011 0:00:00,278, ,3.000000000000000,Smoking,,0, ,1000.000000000000000,F,27.712938699999999,-97.149578700000006,13.000000000000000,STATE OR PRIVATE,TX,Nueces,355,Nueces
2015,201431058,FS-1508085,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,011,1,GQJ6,APPLE,SD-BKF-120158,APPLE, , , ,2012,3/28/2012 0:00:00,88,1130,1.000000000000000,Lightning,4/1/2012 0:00:00,92,2000,546.000000000000000,E,43.645833330000002,-103.530277780000006,5.000000000000000,USFS,SD,033,033,Custer
2016,201431107,FS-1506453,FED,FS-FIRESTAT,FS,USSDBKF,Black Hills National Forest,0203,Black Hills National Forest,049,6,GZ7S,WHITE DRAW,SD-BKF-120485,White Draw,SD4338710375420120629,WHITE DRAW, ,2012,6/29/2012 0:00:00,181,1520,2.000000000000000,Equipment Use,,0, ,9000.000000000000000,G,43.386944440000001,-103.754722220000005,5.000000000000000,USFS,SD,047,047,Fall River
